refTime,beginTime,endTime,labeledSentence,Comment,ETU
3/4/16 0:00,3/4/16 0:00,3/13/16 23:59,THROUGH MARCH_ETPMS 13_ETPDN -THIS MONTH'S POP-IN SHOP PROUDLY PRESENTS HEARTBREAKERS IIA SHOWCASE OF EVOLVING MEN'S STYLE FEATURING LIMITED-EDITION CAREFULLY CONSIDERED CLOTHING AND PRODUCTS BY UPCOMING NEED-TO-KNOW DESIGNERS. HEARTBREAKERS II IS THE FOLLOW-UP TO OUR 2014 MENSWEAR POP-IN SHOP FOCUSING ON THE IDEA THAT IN STYLE AS IN LIFE BASIC WON'T CUT IT. SHOP NOW,,
3/4/16 0:00,3/4/16 0:00,3/4/16 23:59,Your Ticket Has Arrived! SAVE up to 50% OFF during our BIG 1_TDPN - Day_TDSS SALE! Shop NOW!,,
3/4/16 0:00,3/4/16 0:00,3/4/16 23:59,Last_TDPS Chance_TDSS Winter SALE -100's of items UP TO 50% OFF! Shop NOW!,,
3/4/16 0:00,3/5/16 0:00,3/5/16 23:59,Flash Sale Online Only Saturday_ETPDS March_ETPMS 5_ETPDN,Test,
3/4/16 0:00,3/4/16 16:00,3/5/16 4:00,Online Only 4_BTPHN PM_BTPAP to 4_ETPHN AM_ETPAP CT._ETPZ 40-50% Off Select Spring Styles & Free Shipping on $75 or More,,
3/4/16 0:00,3/9/16 0:00,3/26/16 23:59,The Goodwill sale is coming. WEDNESDAY_BTPDS MARCH_BTPMS 9_BTPDN - SATURDAY_ETPDS MARCH_ETPMS 26_ETPDN For each item donated in-store earn a coupon good for EXTRA 25% off regular and sale price merchandise or EXTRA 15% off cosmetics and fragrance,,
3/4/16 0:00,3/4/16 0:00,3/8/16 23:59,NOW'S THE TIME TO clean out your closets AND GET READY TO SAVE! Is your home in need of some sprucing up? Rearrange your wardrobe with our favorite organizationa must-haves. ENDS TUESDAY_ETPDS MARCh_ETPMS 8_ETPDN,,
3/4/16 0:00,3/4/16 0:00,3/4/16 23:59,FINAL_TDPS DAY_TDSS -LAST_TDPS CALL_TDSS CLEARANCE Your last chance to save up to 80% on our entire stock of clearance.,,
3/6/16 0:00,3/6/16 0:00,3/6/16 23:59,Ends today_ETPDS March_ETPMS 6_ETPDN In-store & online: More savings = more new outfits,,
3/6/16 0:00,3/6/16 0:00,3/20/16 23:59,NOW_BTPDS THRU MARCH_ETPMS 20!_ETPDN -REALTREE,,
3/4/16 0:00,3/4/16 0:00,3/7/16 23:59,Online only ends Monday:_ETPDS Entire site 20-50% off. Excludes clearance and Brands We Love. Discount applied automatically at checkout.,,
3/6/16 0:00,3/6/16 0:00,3/6/16 23:59,Any day with a new handbag or shoes is a good day. Online Today_ETPDS Only Sunday_ETPDS March_ETPMS 6._ETPDN Take an extra 30% off your shoe & handbag purchasePromo code:MAR06DEAL30,,
3/6/16 0:00,3/6/16 0:00,3/7/16 23:59,Limited_TDPS Time_TDSS  Spring It On  40% OFF AT GAP & BANANA REPUBLIC  35% OFF AT OLD NAVY,,
3/6/16 0:00,3/6/16 0:00,3/6/16 23:59,FINAL_TDPS HOURS_TDSS -LAST CALL CLEARANCE Your last chance to save up to 80% on our entire stock of clearance.,,
3/6/16 0:00,3/6/16 0:00,3/7/16 23:59,Ends Tomorrow_ETPDS  Spring It On  40% OFF AT GAP & BANANA REPUBLIC  35% OFF AT OLD NAVY,,
3/6/16 0:00,3/6/16 0:00,3/6/16 23:59,Today_ETPDS & Online Only! 50%(2) off entire site including new arrivals. No exclusions. Shop Now,,
3/6/16 0:00,3/6/16 0:00,3/6/16 23:59,Final_TDPS Day_TDSS to Save!,,
3/6/16 0:00,3/6/16 0:00,3/6/16 23:59,Last_TDPS Day!:_TDSS Free Shipping On All Orders -No Minimum,,
3/6/16 0:00,3/6/16 0:00,3/6/16 23:59,Last_TDPS Day!:_TDSS Free Shipping On All Orders -No Minimum -Shop Men,,
3/6/16 0:00,3/6/16 0:00,3/6/16 23:59,Last_TDPS Day!:_TDSS Free Shipping On All Orders -NoMinimum -Shop Women,,
3/7/16 0:00,3/7/16 0:00,3/8/16 23:59,CUSTOMER APPRECIATION SALE  MARCH_BTPMS 7_BTPDN TH AND 8_ETPDN TH  ONLINE ONLY,,
3/7/16 0:00,3/7/16 0:00,3/7/16 23:59,Final_TDPS Day_TDSS Online Clearance Sale,,
3/7/16 0:00,3/7/16 0:00,3/7/16 23:59,Last_TDPS Day_TDSS to Redeem City Cash,,
3/7/16 0:00,3/7/16 0:00,3/31/16 23:59,March_ETPMS Storewide Sale: Plus shop our spring home sale. Take up to an extra 25% off sale price merchandise Promo code: MRSDHE25P16. In-store only: $10 OFF your purchase of $25 or more,Test,
3/7/16 0:00,3/7/16 0:00,3/8/16 23:59,ENDS TUESDAY_ETPDS MARCH_ETPDS 8:_ETPDN SAVE ON BONUS BUYS THROUGHOUT THE STORE,,
3/7/16 0:00,3/7/16 0:00,3/7/16 23:59,Online only ends tonight:_ETPHS entire site 20-50% off. Excludes clearance and Brands We Love. Discount applied at checkout.,,
3/7/16 0:00,3/7/16 0:00,3/7/16 23:59,Email Exclusive: Online Today_ETPDS Only. Monday_ETPDS March_ETPMS 7_ETPDN Take an extra 30% off sale price apparel and an extra 20% off sale price shoes accessories outerwear and more Promo code: MAR07SAVE30. Shop now.,,
3/7/16 0:00,3/7/16 0:00,3/8/16 23:59,Starts Now  Cole Haan  Limited_TDPS - time_TDSS online sale event  New modern classics headed your way courtesy of the American brand.  Shop Shoes,,
3/7/16 0:00,3/7/16 0:00,3/7/16 23:59,CUSTOMER APPRECIATION SALE  ENDS TODAY!_ETPDS  ONLINE ONLY,,
3/7/16 0:00,3/7/16 0:00,3/7/16 23:59,earn 1 point for every dollar spent. get a $5 reward for every 100 points. enroll today!_ETPDS,,
3/7/16 0:00,3/7/16 0:00,3/7/16 23:59,Surprise! Extended 1_TDPN Day._TDSS 50%(2) off entire site including new arrivals. No exclusions. Shop Now,,
3/8/16 0:00,3/8/16 0:00,3/8/16 23:59,March Storewide Sale. Ends Today_ETPDS Tuesday_ETPDS March_ETPMS 8_ETPDN Take up to an extra 25% off sale price merchandise Promo code: MRSDHE25P16. Save even more when you use your 25% coupon on Yellow Dot & Black Dot merchandise! In-store only! Take $10 of your purchase of $25 or more. Print coupons.,,
3/8/16 0:00,3/8/16 0:00,3/8/16 23:59,Today_ETPDS only -Online Only! 40% Off Graphic Tees Hoodies Sweatpants & More.,,
3/8/16 0:00,3/8/16 10:00,3/8/16 16:00,Online Only 10_BTPHN AM_BTPAP - 4_ETPHN PM_ETPAP CT_ETPZ Select Tops 50% Off,,
3/8/16 0:00,3/8/16 0:00,3/8/16 23:59,Today_ETPDS online only: all shoes $25 or less. Excludes clearance and Brands We Love. SHOP SHOES,,
3/8/16 0:00,3/8/16 0:00,3/9/16 23:59,Starts Now_BTPHS  Star USA By John Varvatos   Limited_TDPS - time_TDSS online sale event  Rock-inspired style for the sharp-dressed man.  Shop Shoes,,
3/8/16 0:00,3/8/16 0:00,3/8/16 23:59,today_ETPDS only  instant gratification  35% OFF YOUR PURCHASE,,
3/8/16 0:00,3/8/16 0:00,3/8/16 23:59,CUSTOMER APPRECIATION SALE  HURRY... ENDS AT MIDNIGHT_ETPHS  ONLINE ONLY,,
3/8/16 0:00,3/8/16 0:00,3/13/16 23:59,Only 6_TDPN Days_TDSS Left To Order Easter Styles! Shop The Whole Collection Now!,,
3/8/16 0:00,3/8/16 0:00,3/31/16 23:59,Daily_TPRD Deal,Test,
3/8/16 0:00,3/8/16 0:00,3/8/16 23:59,Today_ETPDS Online Only! Shop 50% Off Specials,,
3/8/16 0:00,3/8/16 0:00,3/8/16 23:59,Online flash_TDPS sale! Shop early save more!,,
3/8/16 0:00,3/8/16 4:00,3/9/16 3:59,40% Off Almost Everything from 4_BTPHN : 00_BTPmN am_BTPAP to 6_ETPHN : 59_ETPmN pm_ETPAP CT_ETPZ + 30% Off Almost Everything from 7_BTPHN PM_BTPAP to 3_ETPHN : 59_ETPmN AM_ETPAP CT._ETPZ USE CODE AV161281,,
3/8/16 0:00,3/8/16 0:00,3/9/16 23:59,30% Off Limited_TDPS Time_TDSS,,
3/8/16 0:00,3/8/16 0:00,3/26/16 23:59,Starts Today_BTPDS The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save up to 40% Storewide including new spring arrivals. Limited time only -ends Tuesday_ETPDS March_ETPMS 15._ETPDN Get started with 2 exclusive coupons for our best customers! Extra 25% off an apparel accessory or fine jewelry item Extra 20% off a cosmetics or fragrance item Promo code: GWBESTMRC16. SHOP NOW.,,
3/8/16 0:00,3/8/16 0:00,3/15/16 23:59,Earn extra coupons for The Goodwill Sale! Ends Tuesday_ETPDS March_ETPMS 15_ETPDN -Get 3 coupons for every gently used item you donate in-store! Apparel shoes luggage handbags home textiles and linens & blankets. Get 3 coupons when you donate $5 in-store!,,
3/8/16 0:00,3/8/16 0:00,3/9/16 23:59,offer is valid for one-time use online only through march_ETPMS 9._ETPDN view frequently asked questions.,,
3/8/16 0:00,3/8/16 0:00,3/8/16 23:59,1_TDPN day_TDSS sale featuring 50% off specials. shop now.,,
3/9/16 0:00,3/9/16 0:00,3/9/16 23:59,THE want-it Wednesday_ETPDS flash sale -up to 60% off -shop mens,,
3/9/16 0:00,3/9/16 0:00,3/9/16 23:59,THE want-it Wednesday_ETPDS flash sale -up to 60% off -shop womens,,
3/9/16 0:00,3/9/16 0:00,3/9/16 23:59,Last_TDPS Day:_TDSS Jeans $39,,
3/9/16 0:00,3/9/16 0:00,3/15/16 23:59,March_EPTMS 15_ETPMN th - March_ETPMS Madness CollegiateBasketball - Sports Charms,,
3/9/16 0:00,3/9/16 0:00,3/17/16 23:59,March_ETPMS 17_ETPDN th  - St. Patrick's_TDPS Day_TDSS -St.Patrick's Day Charms,,
3/9/16 0:00,3/9/16 0:00,3/20/16 23:59,March_ETPMS 20_ETPDN th -1st day of Spring -Spring Charms,,
3/9/16 0:00,3/9/16 0:00,3/27/16 23:59,March_ETPMS 27_ETPDN th - EasterSunday -Easter Charms,,
3/9/16 0:00,3/9/16 0:00,3/9/16 23:59,FLASH SALE! Up to 75% OFF -Today_ETPDS ONLY! Act Fast! 6_ETPDN Hours_ETPHS to Save up to 75% OFF! Shop 6_ETPDN Hour_ETPHS Flash Sale,Test,
3/9/16 0:00,3/9/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Limited_TDPS time_TDSS only -ends Tuesday_ETPDS March_ETPMS 15._ETPDN Get started with 2 exclusive coupons for our best customers! Plus donate in-store to earn extra coupons. Extra 25% off an apparel accessory or fine jewelry item Extra 20% off a cosmetics or fragrance item Promo code: GWBESTMRC16. SHOP NOW.,,
3/9/16 0:00,3/9/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Limited_TDPS time_TDSS only -ends Tuesday_ETPDS March_ETPMS 15._ETPDN Get started with 2 exclusive coupons for our best customers! Plus donate in-store to earn extra coupons. Extra 25% off an apparel accessory or fine jewelry item Extra 20% off a cosmetics or fragrance item Promo code: GWBESTMRC16. Print coupons.,,
3/9/16 0:00,3/9/16 0:00,3/12/16 9:00,20% Off ALL Dresses when You Spend $100! Use FROLIC20  Ends 3_ETPMN / 12_ETPDN 9_ETPHN a.m._ETPAP ET_ETPZ,,
3/9/16 0:00,3/9/16 0:00,3/13/16 23:59,5_TDPN DAYS_TDSS LEFT TO ORDER EASTER Styles! Shop Easter Now!,,
3/9/16 0:00,3/10/16 0:00,3/15/16 23:59,YELLOW DOT CLEARANCE NEW REDUCTIONS TAKEN! save up to 85% on original prices when you take an extra 60% off Yellow Dot extra 70-80% off Black Dot IN-STORE ONLY STARTS TOMORROW!_BTPDS Thursday_BTPDS March_BTPMS 10_BTPDN through Tuesday_ETPDS March_ETPMS 15_ETPDN EXTRA 40% OFF your Yellow and Black Dot women's apparel purchase,,
3/10/16 0:00,3/10/16 0:00,3/13/16 23:59,MARCH_BTPMS 10_BTPDN - 13_ETPDN  IN STORES 50% OFF 5 REGULAR-PRICED ITEMS  Exclusions apply,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,Today_ETPDS Online Only. Shop 40% Off All Dresses,,
3/10/16 0:00,3/10/16 0:00,3/13/16 23:59,Earn Double Reward Points Now_BTPDS Through Sunday_ETPDS March_ETPMS 13_ETPDN th with your Avenue Platinum Select Credit Card,,
3/10/16 0:00,3/12/16 0:00,3/13/16 23:59,Weekend_ETPDS Sale Shop Now,,
3/10/16 0:00,3/10/16 0:00,3/13/16 23:59,Home Sale ends March_ETPMS 13._ETPDN  Shop Now,,
3/10/16 0:00,3/10/16 0:00,3/12/16 23:59,Get $30 off every $100 you spend from now_BTPHS through March_ETPMS 12_ETPDN at kennethcole.com only. To redeem use promo code: THIRTY,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,It's #ThrowbackThursday up to 50% OFF + FREE SHIPPING! Shop Throwback Thursday_ETPDS Sale,,
3/10/16 0:00,3/10/16 0:00,3/13/16 23:59,SPRING FORWARD SALE  IN-STORE AND ONLINE NOW_BTPDS THOUGH SUNDAY_ETPDS MARCH_ETPMS 13_ETPDN TH,,
3/10/16 0:00,3/10/16 9:00,3/26/16 22:00,MOST STORES OPEN 9_BTPHN AM_BTPAP - 10_ETPHN PM_ETPAP NOW THROUGH SATURDAY_ETPDS MARCH_ETPMS 12._ETPDN The Goodwill Sale. Ends Saturday_ETPDS March_ETPMS 26._ETPDN SAVE ON NEARLY EVERYTHING INCLUDING YOUR FAVORITE BRANDS THAT RARELY GO ON SALE!,Test,
3/10/16 0:00,3/10/16 0:00,3/15/16 23:59,LIMITED_TDPS TIME_TDSS ONLY! Ends Tuesday_ETPDS March_ETPMS 15._ETPDN Get started with 2 EXCLUSIVE COUPONS for our BEST CUSTOMERS. Plus donate in-store to EARN EXTRA COUPONS! EXTRA 25% OFF an apparel accessory or fine jewelry item. EXTRA 20% off a cosmetics or fragrance item. PROMO CODE: GWBESTMRC16.,,
3/10/16 0:00,3/10/16 0:00,3/12/16 23:59,Ends Saturday_ETPDS March_ETPMS 12._ETPDN $50 off your purchase of $100 or more. Promo code: ZGDW50D16MR.  All in-store merchandise including designer brands counts toward the $100 minimum; however $50 discount applies only to coupon-eigible merchandise. Online offer varies; see below for details. SHOP NOW.,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,Today_ETPDS Exclusively Online -50% off Dresses,,
3/10/16 0:00,3/10/16 0:00,3/14/16 23:59,march_BTPMS 10_BTPDN - 14_ETPDN  Gap Friends & Family is here.  40% OFF everything  Use code FFSALE,,
3/10/16 0:00,3/10/16 0:00,3/11/16 23:59,In app only ends tomorrow:_ETPDS All shorts $15. Excludes clearance and Brands We Love. GET IT NOW,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,Online today_ETPDS only.  Pop up sale.  Shoes and Handbags under $40.  Shop shoes. Shop handbags,,
3/10/16 0:00,3/10/16 0:00,3/11/16 23:59,Starts Now_BTPHS  Fossil  Limited_TDPS - time_TDSS online sale event  Vintage in inspiration modern in design and always an outfit-maker.  Shop Watches,,
3/10/16 0:00,3/10/16 0:00,3/13/16 23:59,MARCH_BTPMS 10_BTPDN - 13_ETPDN  IN FACTORY STORES ONLY  40% OFF  YOUR ENTIRE PURCHASE,,
3/10/16 0:00,3/10/16 0:00,3/17/16 23:59,ALL JEANS 50% OFF  Excludes clearance. Ends 3_ETPMN / 17._ETPDN  GET THEM IN STORE,,
3/10/16 0:00,3/11/16 0:00,3/27/16 23:59,EARN 2_BTPMN / 11_BTPDN - 3_ETPMN / 27_ETPDN  STYLECASH  Earn $25 in StyleCash for every $50 you spend!  LEARN MORE,,
3/10/16 0:00,3/10/16 0:00,3/17/16 23:59,THIS_TDPS WEEK_TDSS ONLY  40% OFF MEN'S & WOMEN'S POLOS & SELECT TOPS  FIND A STORE,Test,
3/10/16 0:00,3/10/16 0:00,3/14/16 23:59,march_BTPMS 10_BTPDN - 14_ETPDN  Gap Friends & Family is here. Exclusively for you.  40% OFF everything  Gap and Gap Factory online and in stores,,
3/10/16 0:00,3/10/16 0:00,3/11/16 23:59,Eva Mendes in select stores starting 3_BTPMN / 11_BTPDN,,
3/10/16 0:00,3/10/16 0:00,3/13/16 23:59,100+ Easter Styles CLEAROUT! Gone Sunday_ETPDS @ Midnight_ETPHS Shop Now!,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,Today_ETPDS Online Only! Buy 1 Get 1 75% Off,,
3/10/16 0:00,3/10/16 0:00,3/13/16 23:59,SPRING FORWARD SALE  IN-STORE AND ONLINE NOW_BTPHS THOUGH SUNDAY_ETPDS MARCH_ETPMS 13_ETPDN TH  $20 OFF YOUR PURCHASE OF $75 OR MORE  USE CODE SPRING20,,
3/10/16 0:00,3/10/16 0:00,3/13/16 23:59,READY FOR THE WEEKEND_ETPDS,,
3/10/16 0:00,3/10/16 0:00,3/11/16 23:59,DOORBUSTER COUPON EXTRA 40% OFF UP TO 2 ITEMS DURING FRIDAY_ETPDS DOORBUSTER HOURS,,
3/10/16 0:00,3/10/16 0:00,3/12/16 23:59,DOORBUSTER COUPON EXTRA 40% OFF UP TO 2 ITEMS DURING SATURDAY_ETPDS DOORBUSTER HOURS,Test,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,ONE_TDPS DAY_TDSS SALE -PICK YOUR OWN DOORBUSTERS EXTRA 40% OFF ALREADY-LOW ONE_TDPS DAY_TDSS SALE PRICES,,
3/10/16 0:00,3/10/16 0:00,3/13/16 23:59,NOW_BTPHS THRU SUNDAY!_ETPDS -19.99 WOMEN'S BOOTS -SHOP NOW,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,In app only ends tonight:_ETPDS All shorts $15. Excludes clearance and Brands We Love. GET IT NOW,,
3/10/16 0:00,3/10/16 0:00,3/11/16 23:59,All swim starting at $12.99 while supplies_TDPS last._TDSS SHOP SWIM,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,LAST_TDPS DAY_TDSS FLASH_TDPS SALE,,
3/10/16 0:00,3/16/16 0:00,3/18/16 23:59,Hello Austin!  Music is Universal STYLD.BY GAP  @ JW MARRIOTT Austin 110 E 2nd St Level 2  March_BTPMS 16_BTPDN - 18_ETPDN  Open Daily  #nothingbutdenim,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,spring SALE STARTING TODAY_BTPDS UP TO 50% OFF selected DRESSES AND SKIRTS,,End Time Unknown
3/10/16 0:00,3/10/16 0:00,3/12/16 23:59,REI MEMBERS ONLY GARAGE SALE -EPIC DEALS -GREAT GEAR -SATURDAY_ETPDS MARCH_ETPMS 12_ETPDN 2016_ETPYN -MOST STORES PARTICIPATE. CHECK YOUR LOCAL STORE FOR DETAILS.,,
3/10/16 0:00,3/10/16 0:00,3/12/16 23:59,REI MEMBERS ONLY GARAGE SALE -EPIC DEALS -GREAT GEAR -SATURDAY_ETPDS MARCH_ETPMS 12_ETPDN 2016_ETPYN -MOST STORES PARTICIPATE. FIND YOUR NEAREST STORE -QUANTITIES LIMITED. ITEMS SOLD AS IS. ALL SALES FINAL.,,
3/10/16 0:00,3/11/16 0:00,3/13/16 23:59,FINAL WINTER CLEARANCE -SAVE AN EXTRA 30% ON CLEARANCE ITEMS -March_BTPMS 11_BTPDN - 13_ETPDN  Online and in stores -SHOP THE DEALS,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,Today_ETPDS ONLY -Up to 55% OFF Tops and Sweaters! Shop Now!,,
3/10/16 0:00,3/10/16 0:00,3/11/16 23:59,Extra Fun Extra Savings When You're Approved for a Gymboree Visa Credit Card Through This Email! Limited_TDPS time_TDSS offer! $30 bonus coupon: Enrollment bonus coupon delivered with your new card that you can use with a future Gymboree Visa purchase(1). 20% savings: 20% off your first Gymboree Visa purchase at Gymboree!(2). 5% Gymboree Discount: 5% Instant discount on Gymboree Visa Card purchases at Gymboree Gymboree Outlet stores and gymboree.com(3). 1% Reward: 1% Reward on net purchases everywhere else(4). Apply Now! Offer expires March 21 2016.,,
3/10/16 0:00,3/10/16 0:00,3/10/16 23:59,Shirts and Shorts Flash_TDPS Sale,,
3/10/16 0:00,3/10/16 0:00,3/12/16 23:59,3_TDPN Days_TDSS Left To Order Easter Styles! Hurry & Shop Now!,,
3/10/16 0:00,3/10/16 0:00,3/15/16 23:59,YELLOW DOT CLEARANCE NEW REDUCTIONS TAKEN! save up to 85% on original prices when you take an extra 60% off Yellow Dot extra 70-80% off Black Dot IN-STORE ONLY Ends Tuesday_ETPDS March_ETPMS 15_ETPDN EXTRA 40% OFF your Yellow and Black Dot women's apparel purchase,,
3/10/16 0:00,3/10/16 0:00,3/14/16 23:59,march_BTPMS 10_BTPDN - 14_ETPDN  Gap Friends & Family is here.  Exclusively for you.  40 % OFF everything  Use code FFSALE,,
3/10/16 0:00,3/10/16 0:00,3/14/16 23:59,EXTRA 40 % OFF YOUR ENTIRE PURCHASE  USE CODE FFSALE  NOW_BTPDS THROUGH MARCH_ETPMS 14_ETPDN,,
3/10/16 0:00,3/10/16 0:00,4/3/16 23:59,STYLE CA$H  EARN $25 For every $50 you spend in stores  NOW_BTPDS THROUGH APRIL_ETPMS 3_ETPDN,,
3/10/16 0:00,3/10/16 0:00,3/11/16 23:59,FINAL 2_TDPN DAYS!_TDSS -SPRING FORWARD SALE -2 FOR $89 -All Dress Shirts,,
3/10/16 0:00,3/12/16 0:00,3/13/16 23:59,THIS WEEKEND:_ETPDS TAKE $40 OFF EVERY $100 SPENT,,
3/10/16 0:00,3/10/16 0:00,3/10/16 14:00,Shop Pre St. Patrick's Day Doorbusters till 2_ETPHN pm_ETPAP,Test,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,THIS EVENT IS NOT TO BE MISSED!  Ends tomorrow_ETPDS 3_ETPMN / 13._ETPDN,,
3/12/16 0:00,2/11/16 0:00,3/27/16 23:59,EARN 2_BTPMN / 11_BTPDN - 3_ETPMN / 27_ETPDN  STYLECA$H  Earn $25 in StyleCash for every $50 you spend!  LEARN MORE,,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,Freakin' Weekend_ETPDS Sale! Up to 55% OFF! Prices starting at $11 -TODAY_ETPDS ONLY!,,
3/12/16 0:00,3/12/16 9:00,3/12/16 23:59,ONE_TDPS day_TDSS SALE -SATURDAY_BTPDS MARCH_BTPMS 12_BTPDN - OPEN 9_BTPHN AM_BTPAP -PICK YOUR OWN DOORBUSTERS 40% extra off -already-low One Day Sale prices,,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,now_BTPHS thru sunday!_ETPDS -19.99 -women's boots Select Styles in store & online. -SHOP NOW,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Hurry -Ends Tonight!_ETPHS,,
3/12/16 0:00,3/12/16 15:00,3/12/16 18:00,Today_ETPDS only in stores 3_BTPHN - 6_ETPHN pm_ETPAP local online all day: Buy 1 Get 1 50% off unlimited. Excludes clearance and Brands We Love. Valid on items of equal or lesser value. SHOP NOW,Test,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,March_BTPMS 12_BTPDN & 13_ETPDN Cotton Chic Nursing Bra Now $29,,
3/12/16 0:00,3/12/16 0:00,3/31/16 23:59,Win your baby gear with Graco! Until March_ETPMS 31_ETPDN,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Offer Ends Tonight_ETPHS,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Saturday_ETPDS Funday Today_ETPDS Only! $19.95,,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,ENDS_TDPS SOON_TDSS,Test,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,2_TDPN Days_TDSS Left To Order Easter Styles! Hurry!,,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,ENDS MARCH_ETPMS 13_ETPDN  IN STORES 50% OFF 5 REGULAR-PRICED ITEMS  Exclusions apply,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,FINAL_TDPS DAY!_TDSS -SPRING FORWARD SALE -Suits & Sportcoats -BUY 1 ON SALE GET 1 FREE,,
3/12/16 0:00,3/12/16 0:00,3/15/16 23:59,$10 OFF your intimates purchase of $40 OR MORE. Select styles. PROMO CODE INTIMATES10 Ends March_ETPMS 15._ETPDN,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Hurry! Last_TDPS Day._TDSS Entire Store 40%(2) off.,,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,Ends Tomorrow!_ETPDS 25% Off Entire Purchase Use Code: 30496,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Spring Forward with up to 75% OFF today_ETPDS only! Shop SPRING SAVINGS EVENT now!,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,THE SPRING FORWARD SALE -LOSE AN HOUR GAIN UP TO 60% OFF -TODAY_ETPDS ONLY ON SELECT STYLES / SHOP MEN'S,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,THE SPRING FORWARD SALE -LOSE AN HOUR GAIN UP TO 60% OFF -TODAY_ETPDS ONLY ON SELECT STYLES  / SHOP WOMEN'S,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,HURRY LAST_TDPS DAY_TDSS TO SAVE  SPRING FORWARD SALE  IN-STORE AND ONLINE,,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,PRINT COUPON valid 3_ETPMN / 13_ETPDN,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,ONE_TDPS day_TDSS SALE -BONUS DAY! SPRING FORWARD INTO SAVINGS,,
3/12/16 0:00,3/12/16 0:00,3/17/16 23:59,BOGO Free Clearance: buy one get one FREE clearance -In store & online now_BTPHS thru 3_ETPMN / 17_ETPDN,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,ENDS TONIGHT!_ETPHS,,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,The Weekend_ETPDS Edition. March_ETPMS at BHLDN.,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,HURRY ENDS AT MIDNIGHT!_ETPHS  SPRING FORWARD SALE  IN-STORE AND ONLINE,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Tonight_ETPHS only 70% off 100's of new clearance styles,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Twilight_ETPHS Dash 65% Off,Review,End Time Unknown
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,FINAL_TDPS HOURS_TDSS 2 Order Easter Styles! Shop Easter Now!,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Last_TDPS Chance_TDSS To Customize Your Easter Basket! Shop Now!,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,HURRY -ENDS TONIGHT!_ETPHS Get a FREE $25 Gift Card with any $50 purchase!,,
3/12/16 0:00,3/12/16 0:00,3/14/16 23:59,ONLINE ONLY. 2_TDPN DAYS_TDSS ONLY ENDS 3_ETPMN / 14._ETPDN,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59, + Today_ETPDS Only FREE SHIPPING ON ORDERS OF $25 OR MORE.  Use code CYBERSHIP,,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,Free Shipping(1) -2_TDPN Days_TDSS Only! Use promo code: BUNNY,,
3/12/16 0:00,3/12/16 0:00,3/12/16 12:00,Plus last_TDPS chance_TDSS to get it by Easter! Order by March_ETPMS 15_ETPDN 12_ETPHN noon_ETPHS EDT_ETPZ standard shipping. 2_TDPN Days_TDSS only! Online Only. 60%(3) off all dressed up styles.,,
